Word,Score
n,1.4922718656836103
cover,1.4916895607193355
chlorophyll,1.4911148500551854
planck,1.4882607163738673
argue,1.4879804685608582
third,1.4861648561464529
width,1.483831706844689
administer,1.4833557549816874
garde,1.4833557549816874
dominate,1.4832261969709113
manufacturing,1.4815677795996742
aim,1.4801224927445111
rally,1.4800836951874476
executive,1.4777167597598284
inspire,1.4769092849936094
elite,1.4769092849936092
s,1.4751637771200001
evolve,1.4750255782071975
divide,1.4750008517464974
relate,1.474041717473638
borders,1.4732882734577841
engaged,1.47283015230032
organized,1.4727917337965009
travel,1.4725380329680648
open,1.4695993062949912
share,1.4686524874771316
south,1.468152106230565
whigs,1.4674579648482995
chief,1.4672465079846433
best,1.465309967185401
contain,1.4640826515905725
claim,1.463049637465577
isolated,1.4619011889093372
dislike,1.4618381992568745
boot,1.461720593819944
inter,1.4607210985246075
advanced,1.4594705707972522
it,1.4591479170272448
depart,1.4591479170272448
edited,1.4591479170272446
violate,1.4591479170272446
fed,1.457424881409171
kidnapping,1.4572659136233872
valens,1.4572659136233872
advance,1.4556014959665173
face,1.4553741386515708
publishing,1.4541507277603953
parallel,1.4535309203428315
left,1.453196914622454
attribute,1.4523134900448902
drink,1.4519076150714063
hybrid,1.4488156357251847
block,1.4446110484466548
vary,1.444458415425364
ranking,1.439275751976281
guards,1.4387586809150081
arrive,1.4382098596128325
extended,1.4355205042826666
triple,1.4353713907745331
deaf,1.4353713907745331
pack,1.4353713907745331
combine,1.433176173219572
km,1.432983121056005
act,1.4328907899704206
plural,1.4299111709758698
rank,1.425721087831251
situated,1.423165806353889
patented,1.4226754683112182
plains,1.4203453786420885
save,1.4202331483345936
halt,1.419556298571613
melt,1.419556298571613
feast,1.419556298571613
shield,1.419556298571613
gold,1.4195074051949428
fused,1.4182958340544896
cluster,1.4182958340544896
memorial,1.4177401563103167
closed,1.4148631921810255
centralized,1.41379956460568
reject,1.4132237661145655
guard,1.4124832450158702
general,1.4120673673373711
convert,1.4117196905402019
mention,1.4108690332089309
handed,1.4098449412673983
rankings,1.4098449412673983
paint,1.4097590668037259
finished,1.4077342316445454
light,1.4069982051512981
collaborate,1.4060075793123286
preferred,1.4058659009349768
committees,1.4056390622295665
ft,1.4056390622295665
change,1.4053428623714088
translate,1.4051718888847455
pictures,1.4041074513870861
numbered,1.4020814027560318
longer,1.4004727849940202
bottom,1.3995812306460644
diverge,1.3995812306460644
metaphysics,1.3995812306460644
purple,1.3995149377490976
samurai,1.397732327955834
mass,1.3970812802961812
fear,1.3964017465710241
react,1.3951233065815583
am,1.3946169838545441
hemisphere,1.3946169838545441
focus,1.392950588464526
capture,1.39152095198645
vice,1.3914929882928968
purchase,1.3894824839701279
ipods,1.3891452268462232
os,1.388964004653822
liberal,1.3889340665672918
gain,1.3874028057645433
marine,1.3859735996815123
trust,1.3857758571920704
carolinas,1.384431504340598
q,1.384431504340598
broadband,1.384431504340598
rot,1.384431504340598
airlines,1.3841406528965081
exclude,1.383807735464083
up,1.3835174798277332
north,1.3804099227390252
3rd,1.3795181386174633
hawking,1.3792804872910605
sail,1.3787834934861753
overseas,1.3787834934861753
heights,1.3787834934861753
councils,1.3787834934861753
dawkins,1.3787834934861753
charging,1.3779630390761746
standard,1.3776469010972676
islands,1.3763239290914113
transform,1.3752793655393794
parliment,1.3752793655393791
fire,1.3750089704249568
near,1.3720588510805165
cathedral,1.3687729427388544
mix,1.36789043146655
implement,1.367825132725297
employ,1.367244130797475
sovereign,1.3669067334546194
secure,1.3663759416191266
pet,1.3663146570363986
quit,1.3663146570363986
govern,1.3663146570363986
baptist,1.365417627472955
reading,1.3643063907588613
online,1.3612087679539635
play,1.360482749254415
specialized,1.3603059777020794
daily,1.358937390817295
fund,1.3585857893486584
arts,1.356301775781528
fast,1.3548542187742774
assume,1.3545842123564742
hidden,1.3544149756186805
conduct,1.353222271744058
audio,1.3526558479886668
accounting,1.3520301017579528
call,1.351854760925
licensed,1.3516871258043608
peasant,1.3516441151533922
cease,1.351332723444601
cite,1.3512274809529556
genome,1.3506848397375495
fourth,1.3504989251569182
ban,1.3498636818479997
slow,1.3491459056025006
smoke,1.3485878960124222
red,1.3480172913050095
discover,1.3479842714533359
front,1.3472230399326601
acute,1.3472230399326601
hits,1.3470732979972746
aids,1.347064977922921
retreat,1.3456711978139104
hold,1.3444860955337974
observe,1.342204449604031
mosaic,1.3413826046510626
eat,1.340832804094834
display,1.339476949759288
incorporate,1.3388862432306663
derive,1.3384750923531303
physics,1.3380954132706737
castle,1.3366664819166874
exhibit,1.3362516322372207
isp,1.335942253202156
past,1.3352987165223023
ferry,1.3352377453121176
seperate,1.3346791410515946
stretch,1.3328204045850196
endangered,1.3308353946685814
rebuilt,1.3304835169703004
states,1.328742203626661
update,1.3282531603058014
view,1.327908862161773
move,1.3272287399521518
nations,1.326656411497412
cause,1.326370017388114
stay,1.3262037729437925
killing,1.3257847812033308
somerset,1.3253655595314984
divine,1.3252571187602915
des,1.3252571187602915
spike,1.3250112108241772
pioneer,1.3250112108241772
rose,1.3248186161762738
variable,1.3244602933016414
reformed,1.322305788853309
attain,1.322305788853309
malaria,1.3221793455166666
subscribe,1.3221793455166666
surround,1.3221793455166666
aims,1.3221793455166666
24th,1.3221793455166666
kick,1.3221793455166666
notice,1.3221793455166666
regulating,1.3221793455166666
indie,1.3221793455166666
manufactures,1.3221793455166666
orange,1.3218847866691474
noted,1.3209242772281589
contribute,1.319767812327509
blue,1.3187170954295324
determined,1.3171292311895482
corps,1.31664733333952
ruin,1.3143204867061788
devoted,1.3143204867061788
cups,1.3143204867061788
symbolize,1.3143204867061788
recall,1.3127443531093745
adventures,1.3124308023479359
transcribed,1.3092966682370037
electrified,1.3092966682370037
encounter,1.3085024445205309
lodges,1.3084904804784139
youtube,1.306621740798842
fair,1.2990037789252178
electronics,1.2987949406953985
madaris,1.2983570044483628
plan,1.2969627964676502
know,1.296326752032575
flying,1.29631299024322
learned,1.2958363892911637
cater,1.2958363892911637
catch,1.2958363892911637
vikings,1.2958363892911637
alumnus,1.2958363892911637
tense,1.2958363892911637
travels,1.2958363892911637
circle,1.2957378005380122
crossing,1.2957378005380122
uptown,1.2957378005380122
support,1.2955674027755189
weekly,1.295461844238322
break,1.2921373332318469
fat,1.2911002747979619
terminate,1.290564432903234
reclaim,1.287054028118727
liberians,1.287054028118727
depict,1.287054028118727
resort,1.2870540281187268
secrets,1.2870540281187268
leap,1.2866926683547546
visit,1.2866280229807059
rugby,1.2844977967946405
planning,1.2839465152590122
redesign,1.2806721295208872
pharmaceutical,1.2806721295208872
reflect,1.2799376545731964
classic,1.2782911570016338
fighting,1.2782766858062624
drop,1.2778916872386084
contest,1.277361253026223
cap,1.2772018112022603
help,1.2758660142586244
guide,1.2742645914931463
push,1.2741912122206154
quantum,1.2741662208379028
arch,1.2735555847112208
reveal,1.2731024405497702
o,1.273009654835499
evil,1.272905595320056
southeastern,1.272905595320056
corridor,1.272905595320056
uniform,1.272905595320056
suited,1.271782221599798
szlachta,1.271782221599798
star,1.2711952505195339
computing,1.2641741758256733
threaten,1.2639334294856335
inherit,1.2639334294856335
dictionary,1.2638091738835462
witness,1.2638091738835462
fly,1.2631681409102118
committed,1.2628839008717192
increase,1.2622449636927708
southeast,1.2617416312118583
distinguish,1.2615444195758785
lds,1.2597218324096136
usaf,1.2595722281812347
visited,1.2595107040048559
freed,1.2582658857615794
draft,1.258040253688799
approve,1.2575244678818331
focused,1.2571933781862663
estimate,1.2568444503863057
founding,1.256629569078138
follow,1.2551614149184989
immaculate,1.2550327083958783
provide,1.254585009127159
excess,1.2532975784630431
disappear,1.253297578463043
orthography,1.253297578463043
islanders,1.2516291673878228
brief,1.2516291673878228
ward,1.2516291673878228
knights,1.2516291673878228
corpus,1.2516291673878228
vote,1.251573139497508
come,1.2504228256224028
reach,1.2502866666759351
better,1.2493581749442058
h,1.2475562489182659
reserve,1.2466608625579476
fifth,1.2458646961561464
west,1.2457819540720472
imply,1.2419460322060458
challenges,1.2419460322060458
27th,1.2419460322060458
shore,1.2419460322060458
out,1.2419460322060458
construct,1.2406705316766884
theologian,1.2406705316766884
suppress,1.2406705316766884
disliked,1.2406705316766884
prime,1.239608815847959
magic,1.2389012566026305
hate,1.2389012566026305
honored,1.2389012566026305
flee,1.2388954222347044
strike,1.2382158326868462
become,1.2375221171831807
preserve,1.237513637178695
latino,1.2363864108712894
turn,1.2363311978451872
voiceless,1.2344977967946407
recording,1.2344827438938755
macs,1.2335159355880363
reports,1.2335159355880363
tie,1.2326602568158205
saints,1.2326602568158205
attempt,1.2319366388487696
maritime,1.2309595631140104
stream,1.2309595631140104
ladies,1.2309595631140104
elder,1.2309595631140104
beta,1.2285763800288916
meet,1.2280011024013664
capita,1.2277627810440972
announce,1.225362177026998
pre,1.2245429905592518
manga,1.224394445405986
dj,1.221694907636328
gates,1.2210477851797181
coated,1.2210477851797181
dukkha,1.2210477851797181
stop,1.2206729724359764
embrace,1.2192407046368487
junior,1.2192407046368487
undergo,1.2177968115985955
grey,1.2177968115985955
detailed,1.2158749624422407
return,1.2157566227065415
dutch,1.2155523349873958
originate,1.214713971321532
top,1.2146423011342422
harm,1.2142952630807209
recommended,1.2142060880717376
later,1.2141669603089449
generate,1.214127269376383
release,1.2136217344140454
resign,1.2112105412034497
f,1.2108100261060328
force,1.209923749832956
dam,1.208830175294948
gate,1.2088301752949477
progress,1.2087030080822634
down,1.2080393967554763
1st,1.2061785727820782
annex,1.2060026902433667
running,1.2058327079612046
introduce,1.2047267919422389
limit,1.2041172463750056
semi,1.203511944244892
launch,1.202522951370679
speak,1.2020549538173384
award,1.201628287222222
switch,1.2010895951011364
buy,1.1994791584180926
demonstrate,1.1994602933016414
shortened,1.1994602933016414
dish,1.1994602933016414
produce,1.1991106959194477
survive,1.1987944501946322
opposite,1.1987944501946322
printing,1.1985488318903812
scored,1.198192411043098
tours,1.198192411043098
grossed,1.198183947911799
resist,1.198183947911799
burn,1.198183947911799
spaniards,1.198183947911799
statistics,1.198183947911799
desire,1.1981174211304033
inherited,1.1981174211304033
replace,1.1980259190246534
cold,1.197554397075831
conquered,1.1969026122586723
exercise,1.1964209471916636
sands,1.1964209471916636
conquer,1.1956217818146277
liquid,1.195540810680632
win,1.1951380971734102
compose,1.1951184583080536
sounds,1.194416998090952
marked,1.1942333708266832
distribute,1.1941737342569119
forbid,1.1941737342569119
survey,1.1924417442814614
records,1.1924258628895665
transit,1.1914646443679557
gray,1.1905255301594964
fail,1.1896216057410083
flash,1.188721875540867
hobby,1.188721875540867
extract,1.188721875540867
feels,1.188721875540867
spy,1.188721875540867
t,1.1883763717345073
deputy,1.1873868015167894
warm,1.1866483258878038
terrorist,1.1863929342238186
exist,1.1856708175526598
worlds,1.1848606772967432
middle,1.1848483257928322
chinese,1.1842733740012261
request,1.1830056806765854
work,1.182212608013176
alps,1.1820320942909506
defeat,1.1809592381722533
socialist,1.1785873721511557
feed,1.1783043483886713
ps4,1.1779653169582593
overcome,1.1770225546116342
wear,1.1743977477775822
missionary,1.173030669557363
developed,1.1728162164804596
occur,1.170993298516411
virgin,1.169855594075404
fight,1.1690494311463107
learning,1.1685757545225226
appalachian,1.167651684484335
declare,1.1675233835118903
dock,1.1674367232867007
strip,1.1674367232867007
attributes,1.1674367232867007
awakening,1.1674367232867007
powered,1.1671297479065406
armed,1.1670871957112718
cyber,1.1657840518150733
means,1.164235524275816
experienced,1.1642004175552336
r,1.1625633078480364
commit,1.1625633078480364
deep,1.1620268197155181
sign,1.16030886707091
masters,1.158938532350277
pine,1.158938532350277
colder,1.158938532350277
genomes,1.158938532350277
breakdown,1.158938532350277
stem,1.1567796494470395
perfect,1.1566766519448637
chemical,1.156374039069484
affiliated,1.1557859861494433
anglican,1.154648091032148
prey,1.1546358402523806
a,1.153416804643213
.,1.1502868677884392
polish,1.1500991918790453
b,1.1500617154483042
horse,1.1496838880149503
duchy,1.1492297615162819
clash,1.1488348542809166
clone,1.1488348542809166
cubs,1.148736336829415
incorporated,1.147365676516796
air,1.1449386003785422
military,1.1444030443156383
account,1.1436565848844598
champion,1.143320102127766
collegiate,1.143320102127766
oak,1.1431558784658322
accomplish,1.1425175164144374
british,1.1422635346127241
future,1.1422227148460795
indicate,1.1418105109172052
tram,1.1411535278793057
communications,1.1409008646502679
discuss,1.1405350241251078
earn,1.1405350241251075
mm,1.1401156785146092
aesthetic,1.1401156785146092
termed,1.1401156785146092
emitted,1.1401156785146092
sat,1.1401156785146092
accomplished,1.1401156785146092
complain,1.1401156785146092
recieve,1.1401156785146092
turks,1.1400457981819085
transfer,1.1390191820123046
whole,1.1386769915269097
descended,1.1363836745395337
complex,1.1361676768031297
distinguished,1.1359505312872495
productions,1.1358159979737639
stepper,1.1357395969510382
claims,1.1356097993040997
singing,1.134969974603941
decrease,1.1349148756119802
marry,1.1347275296712906
standing,1.134580954883921
draw,1.133483606931675
estonian,1.131368965958361
nights,1.1307380174672108
raid,1.1301363189199674
surrender,1.1296938769174603
teach,1.129541974544746
ascii,1.129291743088822
study,1.127873261027135
pro,1.1276592979037443
benefit,1.1257034008870996
sit,1.1246581201547063
rival,1.1242106465296637
enjoy,1.1230875826307978
writing,1.1226528334109478
inside,1.1226079684006318
arise,1.1221136771091087
prose,1.1221136771091087
explorer,1.121927774598444
alleged,1.1216407621868583
polytechnic,1.1216407621868583
fish,1.121445757378305
promised,1.1211774609034908
punk,1.1197888805420768
de,1.1191434156950706
populated,1.1187308789879074
affairs,1.11840518530523
complete,1.118367835922654
overthrow,1.1182751607709762
think,1.116666652311015
forced,1.1161682782738258
npos,1.1154191407561969
commissioned,1.1149985556752577
economics,1.1149179683468289
east,1.113009593582467
oppose,1.112924711400527
mixed,1.1110378975870465
square,1.1109632109789584
seem,1.107784384952517
vocabulary,1.1058666211014743
trade,1.1056563044824037
forward,1.1054930959648086
zone,1.105200429356425
regulate,1.1050139971135322
direct,1.104268602527754
concerned,1.1038884465138563
lebanese,1.103307408607834
store,1.1011232185158366
note,1.1006833593532608
depend,1.0993503889353484
firm,1.098486838029362
superior,1.0982178839548997
test,1.0979661919438524
flow,1.0979390770481414
pilot,1.0975378398419535
heads,1.0973549514358285
madrasa,1.0971245697587872
flora,1.0971245697587872
raise,1.0970769024118425
commission,1.0969002046330525
worship,1.096886411355922
centre,1.0963319277337196
2nd,1.0963070440877851
glacier,1.0961085701090179
sailing,1.0957952550009336
pursue,1.0957952550009336
preaspirated,1.0957952550009336
coconut,1.0957952550009336
continuum,1.0957952550009336
intake,1.0957952550009336
diarrhea,1.0957663204772516
acts,1.0953390926922595
cantonese,1.0949143184120975
highlands,1.0949143184120975
emperors,1.0949143184120975
wise,1.0949143184120975
wars,1.0928985780688485
require,1.0926531634876153
lives,1.092392931362792
conquest,1.0910219451312835
mainstream,1.0910034050828827
tour,1.0907619435810212
offering,1.090652803252992
regard,1.0904985391882156
house,1.0901793170021419
aerial,1.0892300788425848
combat,1.0888328064083628
believe,1.0874808134697822
reformation,1.0872033369264704
occupied,1.0870139300233104
receiver,1.0869877023399053
retire,1.086987702339905
honor,1.0868382352568169
reconstruction,1.0863128407412879
form,1.0858659244236621
master,1.0858153100428702
brothers,1.0848840292766133
shift,1.083918768153341
suggest,1.0833982158762199
communist,1.081698976708678
breeding,1.0813247795573497
end,1.0788025552940224
continental,1.0776565895758792
neo,1.0762976257251988
compete,1.07619053226362
opposed,1.0759392424111835
connect,1.0748068828532795
feel,1.074626812370248
interact,1.0735519991730582
houses,1.0735514988333712
recognize,1.0733060857543386
revolutionary,1.0705047854581835
belong,1.0695135253085128
revolt,1.0683112379159179
profit,1.0678428865900869
legend,1.0676898236494567
volunteers,1.0676111603502403
second,1.0669821346734198
arranged,1.0666152167384504
double,1.066585169651355
merged,1.0663355526659644
lost,1.0655532647911725
bridge,1.0648830452580982
appear,1.0647077524762827
mount,1.0631062648921974
measure,1.0616871190918689
japanese,1.0614515292654692
harbor,1.0613942322722532
burial,1.061278124459133
et,1.061278124459133
beat,1.0611191885631823
shared,1.0608288970339022
papal,1.0577422381270594
pan,1.0575851584676959
base,1.055465343238071
home,1.0549397478862923
individual,1.054855197168946
shoot,1.0540157730728001
dissolve,1.0540157730728
include,1.053936784647092
binding,1.0534081504863568
p,1.0529815751302694
confused,1.0529815751302694
informed,1.0529815751302694
hardwood,1.0529815751302694
utilize,1.0529815751302694
discouraged,1.0529815751302694
enroll,1.0529815751302694
portray,1.0529815751302694
blockade,1.0529815751302694
harmed,1.0529815751302694
adapted,1.0529815751302694
attract,1.0529744706120385
consume,1.0529407605626346
negotiate,1.0529407605626346
miss,1.0529407605626346
little,1.0511941821660442
meant,1.0508138095147839
favorite,1.04975472279146
encoding,1.0487103552642414
suffer,1.0480641030825737
understanding,1.0474946492321697
differ,1.0467575725362794
signal,1.0462653807411388
board,1.045762872449763
windows,1.0453915128748246
green,1.0452209669117463
blame,1.0434356963218767
center,1.0423310839361533
train,1.0421682554772405
marks,1.0420399429347813
sing,1.0414647631411194
war,1.0414341682866894
disabled,1.0408520829727552
friars,1.0408520829727552
hang,1.0408520829727552
rebirth,1.0408520829727552
locate,1.0408520829727552
cooperate,1.0408520829727552
arid,1.0408520829727552
qualified,1.0408520829727552
renewed,1.040852082972755
eagle,1.040852082972755
collapse,1.0406014912311534
public,1.040145658431038
address,1.040129817335182
representatives,1.0400626081846736
continue,1.039710167392563
decline,1.0388346810254965
idols,1.0377724203178629
staff,1.037652353174302
increased,1.0375225734606657
shopping,1.0366587480953524
impact,1.0359328979751752
encouraged,1.035339184626158
e,1.0349868083818947
observed,1.0345560709981454
arm,1.0331737299469321
living,1.0311650956924432
project,1.0310925733809817
mercury,1.0307258562601609
needs,1.030696512226407
contemporary,1.030502744905749
revolution,1.0303195114079096
latin,1.0301058042808269
clean,1.0300433912983409
court,1.0285477454783973
want,1.0285026472473309
eastern,1.0281197946608647
acid,1.0280452971954754
gross,1.0280452971954754
serve,1.0280380632330115
roman,1.027708053618602
civil,1.0275186795989129
siege,1.0270835132283895
discontinued,1.0270582666007906
conservative,1.0270582666007906
reform,1.0264191829384972
allow,1.0258798576965793
river,1.0254424584394204
comic,1.0249104888752045
have,1.02333594296288
emerge,1.022420703848328
graphics,1.022420703848328
map,1.0223667871082425
parish,1.0219280948873624
constant,1.0216230900526344
opening,1.0214779079324177
garden,1.021476977104598
college,1.0214300498042905
only,1.0211202072618497
continued,1.0211191885631823
building,1.019969549522476
alternative,1.0198720524789329
dedicated,1.0192923674543524
mountains,1.0162840907023694
attend,1.016061461669942
gymnastics,1.0152448390958901
church,1.0149681238457267
black,1.0142527414874374
stated,1.0140256432306936
headquarters,1.0129845951768166
restricted,1.012803023254148
french,1.012695777984813
army,1.0106362557125825
adopt,1.0097414540445033
african,1.009723661012829
airport,1.0092954549552557
world,1.008905303317623
encourage,1.0086232677764628
first,1.0085508025767773
studied,1.005726085232451
deal,1.0052789102529427
approved,1.004451683951746
planned,1.003896989097401
formed,1.0037214601918794
rise,1.0030930281655426
native,1.0023876863705241
cost,1.002141362676069
least,1.0020062754644092
archives,1.0017713330250977
more,1.000575084382664
formalist,1.0
enough,1.0
signing,1.0
increases,1.0
stresses,1.0
contained,1.0
saharan,1.0
harmony,1.0
imposed,1.0
pal,1.0
rush,1.0
exterior,1.0
tripartite,1.0
hotel,1.0
amendment,1.0
strengthened,1.0
referenced,1.0
scanning,1.0
russo,1.0
vault,1.0
marketplace,1.0
squadron,1.0
positioned,1.0
schism,1.0
wolf,1.0
sweet,1.0
colonized,1.0
retained,1.0
interdisciplinary,1.0
american,0.9999900312435992
president,0.9999821452316464
bank,0.9999233329473267
acquired,0.999806132804711
anglo,0.9997779672118906
comprise,0.9996999491704275
evolved,0.9996995428565171
c,0.9996734260048917
painted,0.9996437496778561
yearly,0.999609836367807
championship,0.9995708393473224
performed,0.9995090461828582
remain,0.9994535015927484
purchased,0.9993759069576513
labour,0.9993571354984947
invented,0.9993375041688847
agree,0.9993169596348738
dielectric,0.9992954443621549
fathers,0.9992492479956565
disagree,0.9992492479956565
investigated,0.9992492479956565
inspired,0.9991802351145684
palace,0.9991802351145684
laboratory,0.9991421039919088
initiated,0.9991421039919088
confirmed,0.9991421039919088
handled,0.9991421039919088
signed,0.9990574042663861
conducted,0.9990102708804813
moon,0.9990102708804813
catholic,0.9989326546260581
carried,0.9988455359952018
great,0.9987193595966577
park,0.9987044607616602
accompanied,0.9986359641585718
basin,0.9986359641585718
explained,0.9986359641585718
crusades,0.9986359641585718
dismissed,0.9986359641585718
entertainment,0.9985532860835362
indian,0.9985217419894662
assumed,0.9985090989176322
bishop,0.9984628557283827
vowel,0.998363672593813
ecumenical,0.998363672593813
dot,0.998363672593813
managed,0.99819587904281
battle,0.9981776939539825
origin,0.9980303741738465
emphasize,0.9980008838722996
dissolved,0.9980008838722996
indicated,0.9980008838722996
cyclone,0.9980008838722996
admitted,0.9980008838722996
cfl,0.9980008838722996
national,0.9979608169024898
museum,0.9979581030399207
new,0.9978653213055927
abolished,0.997772472089982
committee,0.9976875760352552
nationalist,0.9976267918964659
decay,0.9976267918964659
specified,0.9976267918964659
cemetery,0.9975025463691152
sustainable,0.9975025463691152
sponsored,0.9975025463691152
whip,0.9975025463691152
caribbean,0.9975025463691152
bombed,0.9975025463691152
expressway,0.9975025463691152
crystal,0.9975025463691152
avoided,0.9975025463691152
liberation,0.9975025463691152
iberian,0.9975025463691152
reported,0.9972191807836898
played,0.997100360491495
criticized,0.9970590569034106
times,0.9970481434628623
refuse,0.9969954265557696
designed,0.9969804493748458
constitution,0.9969487031556965
hunting,0.9967916319816366
ranges,0.9967916319816366
surpass,0.9967916319816366
cricket,0.9967916319816366
lieutenant,0.9967916319816366
haplogroup,0.9967916319816366
aviation,0.9967916319816366
paramount,0.9967916319816366
emphasized,0.9967916319816366
erected,0.9967916319816366
answer,0.9967916319816366
proclamation,0.9967916319816366
masonic,0.9965663713274553
discovered,0.9963440828213284
peninsula,0.996316519558962
coordinate,0.9957274520849255
researched,0.9957274520849255
fertile,0.9957274520849255
surpassed,0.9957274520849255
lists,0.9957274520849255
spirit,0.9957274520849255
paleolithic,0.9957274520849255
specialize,0.9957274520849255
ambulance,0.9957274520849255
consecrated,0.9957274520849255
mandated,0.9957274520849255
eurozone,0.9957274520849255
filing,0.9957274520849255
workplace,0.9957274520849255
cooperation,0.9957274520849255
beach,0.9957274520849255
proposed,0.9955927544527945
passed,0.9955464367270908
expanded,0.9953784388202257
accepted,0.9952932625941171
headed,0.9949848281859701
